# timestamp[secs] tx ty tz qx qy qz qw
1643091437.695145 17.65204607630532 -3.4814526488173967 -124.61814705223537 -0.1754553976676919 -0.23373609131178738 0.6779377433590918 -0.6745244689236572
1643091437.795141 17.651237103381295 -3.4833147885805142 -124.61795402454545 -0.17588491736223505 -0.2332924498485985 0.6777455192910904 -0.6747593198830002
1643091437.895132 17.65059736793463 -3.486081020018594 -124.61814500609013 -0.17599690339878193 -0.2330444861558274 0.6776472530613011 -0.6749144819048404
1643091437.995163 17.650458874305922 -3.486370679537401 -124.6180790179366 -0.17568371290571447 -0.2335384566400128 0.677833027262414 -0.6746387251278531
1643091438.095386 17.650510112204525 -3.4898534342444774 -124.61811966287756 -0.17583434671723783 -0.23348248734477683 0.6777444081708202 -0.6747078833176644
1643091438.195497 17.651129523882172 -3.484755135904808 -124.61757290567768 -0.17617510325146102 -0.23302834465333291 0.6777874423468204 -0.6747327667895047
1643091438.295627 17.651078181975905 -3.4854385157742906 -124.61758937724275 -0.17578970472878452 -0.23369407900248235 0.677832976862683 -0.6745572715700439
1643091438.395707 17.652331002636014 -3.4796346394856954 -124.61822798932678 -0.17617333930827686 -0.2332945003688941 0.6778852464872732 -0.6745429735824751
1643091438.495715 17.650065804017164 -3.487448113065081 -124.61784842966178 -0.17630695533667917 -0.23297240743373207 0.6776185751947816 -0.6748872360812844
1643091438.595698 17.65140083736781 -3.4820436883645947 -124.63362025198809 -0.17952087613112383 -0.23610590945537177 0.6767289196923361 -0.6738428776839666
1643091438.695654 17.650412170290476 -3.4800788405375447 -124.61749100677673 -0.1765933004880016 -0.23284722194909863 0.6774066522749084 -0.6750682964760255
1643091438.795565 17.650871555704665 -3.4846500803536746 -124.6182198244494 -0.17679578406943625 -0.23328501437788052 0.6775090973477162 -0.6747612732019139
1643091438.895438 17.652241748273052 -3.4794600918453673 -124.61827994251018 -0.17638237439837334 -0.23383083426020942 0.6774062779710037 -0.6747837679703311
1643091438.99529 17.651057182421074 -3.486788948804914 -124.61818080354165 -0.1783465022343262 -0.23389834199683435 0.6771751899928554 -0.6744759838645505
1643091439.095358 17.660510949080894 -3.480690546865342 -124.61527417447651 -0.17188161168424962 -0.23919041482596443 0.6765511506316293 -0.6749245866015151
1643091439.195292 17.654326952450415 -3.4711482373522937 -124.61905216100016 -0.17688025427933998 -0.23347008893626695 0.6763513131303468 -0.6758357747596847
1643091439.295221 17.665841528773026 -3.459380341662457 -124.61466573640807 0.17201180390564313 0.23886710806978725 -0.6740173535446852 0.6775360146295707
1643091439.395165 17.6602668732882 -3.442727224471356 -124.61878846420535 0.17632977580620832 0.2350510732462978 -0.6745771183069349 0.6772034513989186
1643091439.495225 17.661981736153347 -3.421689035903232 -124.62137764790646 0.1767709898452795 0.23559073182269422 -0.6748442450999115 0.676634516621712
1643091439.595494 17.676135053740495 -3.4001449576506713 -124.62154212640104 -0.1783994011169172 -0.23677822195291545 0.6820930714974833 -0.6684749577247232
1643091439.695866 17.690760717177064 -3.3717065258389605 -124.61394672641063 -0.17715546482487707 -0.23929897922235482 0.6859402353556178 -0.6639562736702624
1643091439.795922 17.700744602092986 -3.3446542100893817 -124.62006502904592 -0.17613924520849483 -0.23888652910828514 0.6861766371123966 -0.6641308720343458
1643091439.895744 17.70450559364703 -3.3131876077673788 -124.62248961188008 -0.17610409205535835 -0.24191076645249107 0.6789606157840001 -0.6704319592993292
1643091439.995373 17.70277865172375 -3.2763815535673415 -124.61394673409006 0.17683518328448272 0.24049640625591853 -0.6725497750102677 0.6771761932203244
1643091440.09524 17.706585591189064 -3.2361215042541405 -124.61555400122528 0.1734074296912032 0.24111337502919783 -0.6674055152672485 0.6829085457810427
1643091440.195077 17.712796753121022 -3.1973911413099385 -124.6171601746747 0.17231107145584515 0.24247819556952932 -0.6630507379501476 0.6869329939891143
1643091440.294989 17.728476934668553 -3.1469022489032685 -124.61930257243009 0.16820339230194806 0.24577831825197358 -0.6595217842882223 0.6901678441833031
1643091440.395069 17.730222419009692 -3.0977335589156065 -124.61711748910837 0.1702187535957946 0.24627329725521244 -0.6577808547290577 0.6911580037410043
1643091440.495141 17.7339660636713 -3.048296958834446 -124.61555637240414 0.17055706335808116 0.24443629105489076 -0.6551624830521515 0.6942069637758869
1643091440.595345 17.74033076669214 -3.001253676250236 -124.61750439194714 0.16914018337957432 0.24418936815083894 -0.6538243244565098 0.6959000672491753
1643091440.695703 17.748149287474845 -2.955026749179112 -124.61569767940139 0.16899780783159454 0.24567600211317317 -0.6515214089856481 0.6975692772529187
1643091440.796058 17.758775345117368 -2.9026913100126497 -124.61411516117684 0.1663678294195444 0.2487860878397407 -0.6491280125343787 0.6993282856962056
1643091440.896385 17.75639846867181 -2.8492308812273115 -124.61285753919351 0.1673864998627998 0.2453271794702965 -0.6469352459830268 0.7023326293016083
1643091440.996722 17.76344498560804 -2.7960803077006253 -124.61831230276508 0.16840288987168578 0.24360635509168 -0.6485411510083974 0.7012066641800506
1643091441.097257 17.765954454175272 -2.7390116513248137 -124.61108224539353 0.16864993641667628 0.24743145496739968 -0.6475053504555272 0.7007650784470013
1643091441.197533 17.77165419624107 -2.6834888722960444 -124.61104856018252 0.16787054000086166 0.24545245165149815 -0.6481805195486652 0.701023958118202
1643091441.297725 17.780657590788927 -2.6266916452716784 -124.61290111799603 0.16670756796974925 0.24599139850157123 -0.648016571429689 0.7012641027440114
1643091441.397712 17.79047175970038 -2.5715762750131295 -124.61294858305251 0.16788492230919014 0.24542482518233788 -0.6479900072673632 0.7012062881400158
1643091441.497534 17.798476417648697 -2.5133416441628063 -124.61477503023353 0.16716413324252688 0.24636739103658825 -0.6463986188022869 0.7025155420356158
1643091441.597254 17.804208822293873 -2.4495958303384624 -124.61148183912086 0.16552661431430582 0.2482669455848704 -0.6427776689444621 0.7055503752319361
1643091441.696826 17.81083705477061 -2.3861508691175723 -124.6100764934427 0.16264991878048152 0.2484058552521751 -0.6376962782898139 0.7107622609934058
1643091441.796304 17.81792756993995 -2.3261305763355544 -124.61196108839637 0.16015916983232562 0.2494204255374184 -0.6303753775731092 0.7174715151090764
1643091441.895791 17.8232055272106 -2.2671470106744143 -124.61405848299417 0.15595111220183244 0.25161548904640263 -0.6204061719535872 0.726267910675425
1643091441.995459 17.82024283544719 -2.208420874077883 -124.61316747038866 0.15341505371934516 0.25510232564389723 -0.6079876862341043 0.7360282590573991
1643091442.095555 17.82795721277162 -2.1481074865275813 -124.61014627122029 0.1472477667173021 0.2582825469843317 -0.5942228901684659 0.7473335118405228
1643091442.195714 17.8154342547059 -2.0851579800591855 -124.61058651476085 0.1423634300990877 0.25797629715910997 -0.5809767043347095 0.7587140125863475
1643091442.296023 17.79452203833819 -2.0213240364889775 -124.61389420755232 0.13569262540771881 0.2595697317993541 -0.566376998769808 0.770342885349165
1643091442.396387 17.801922673088235 -1.9634648307424405 -124.61289387436932 0.13388632095610956 0.26290298031360504 -0.5523109940557558 0.779685219718961
1643091442.496728 17.790080259904318 -1.902822050342432 -124.61156556466557 0.12763012397074291 0.26799981249582067 -0.5361033332952501 0.7902403862035526
1643091442.597033 17.770868028028737 -1.8382749066056052 -124.61140656989134 0.12128935562044862 0.2663938024903641 -0.5225297835341908 0.800803258939181
1643091442.697313 17.757331970890117 -1.7816932288508518 -124.61292354987432 0.11712864478238917 0.2698469120595973 -0.5067413220251478 0.8103559447400547
1643091442.797442 17.738720454650426 -1.7203036256708866 -124.61263929653255 0.11246758016820115 0.2703981318304433 -0.49213647898526364 0.8197789822663806
1643091442.897497 17.71795145708537 -1.6616620953031478 -124.61054024830848 0.10779002221430604 0.27804724291050076 -0.4725608358743456 0.8293113397383688
1643091442.997296 17.69426214680576 -1.5929667886055159 -124.61421546746388 0.0982590287361304 0.2752174846501569 -0.4608637717833515 0.8379767796736947
1643091443.097078 17.67080679183537 -1.536578301401446 -124.61432230165286 0.09169319902563094 0.279185121142328 -0.43072328829510803 0.8533026862171704
1643091443.196657 17.64122585645681 -1.4788558186714917 -124.61026746124341 0.08425650261992411 0.28500646847437766 -0.4077596519800999 0.863367952214518
1643091443.296276 17.611687113853378 -1.4225580006299319 -124.61124881943 0.08201136683454026 0.28396028921218036 -0.40690488436295175 0.8643315943213219
1643091443.396096 17.571985279901536 -1.3696949631548125 -124.61308094551391 0.07485622575503688 0.2861650336118832 -0.38241742352981023 0.8753645144649413
1643091443.496047 17.53158406714324 -1.323756937521034 -124.60775554966526 0.06336234744385884 0.2908317649786344 -0.333573125885748 0.8945004567313686
1643091443.596248 17.481044630071384 -1.2666925816598584 -124.61361067390422 0.05815714997306653 0.29140737906407577 -0.3342994473778893 0.8943955304097031
1643091443.696372 17.443866276877355 -1.2237552834538494 -124.61604386021531 0.04697530446282612 0.28982750841958327 -0.29790168523377875 0.9083214860768162
1643091443.796579 17.392993790987823 -1.1848164458670842 -124.60862960093658 0.04153609268857083 0.29305950958129684 -0.2701075892057263 0.9162056358163306
1643091443.896751 17.336183740413343 -1.1363126057817916 -124.61233648384079 0.03920920156858589 0.29299688808997554 -0.2702592028850535 0.9162834852478133
1643091443.996863 17.282102280783356 -1.1057468386999356 -124.61089156385492 0.028460790064386614 0.2936293688610485 -0.23458787565161088 0.9262506711298177
1643091444.097039 17.220938692335892 -1.0683883524819406 -124.61186879936567 0.022798138873719245 0.29401500314800205 -0.21444031784902223 0.9311556115218258
1643091444.197025 17.16372857721091 -1.0352003238575516 -124.61041179262928 0.0195607821317527 0.2942199254388523 -0.20597336998240495 0.9330739424800382
1643091444.296977 17.097750762205898 -1.0075530375004118 -124.60899424637684 0.012994382438597643 0.29471766646778286 -0.18433016910453295 0.9375473491268154
1643091444.39689 17.035634927499796 -0.9842356854745863 -124.60859278307846 0.006496108907389456 0.2952535526503472 -0.16366995553130972 0.9412732259406889
1643091444.496814 16.97042600122252 -0.9627290309018043 -124.60972657521646 0.0005405115280978166 0.2946381559572873 -0.1431181205825633 0.9448308147294372
1643091444.596812 16.903992894141197 -0.9443523487183768 -124.60831318999072 -0.0069339541564965995 0.2948361552864705 -0.12336510273642114 0.9475255211562801
1643091444.696965 16.82903635143671 -0.9311369008439022 -124.612418682429 -0.010098304121252627 0.29446475199915184 -0.10614526437416305 0.9496955917213115
1643091444.797191 16.751892978080893 -0.9196676961146818 -124.61334936702416 -0.015906565475654576 0.29336408513808226 -0.09198567546455297 0.9514321469422791
1643091444.897438 16.675325297973803 -0.9122292303479883 -124.6114258995476 -0.018938972323699666 0.29357637097406114 -0.07937602611344137 0.9524461539695884
1643091444.997669 16.597661004810522 -0.9047532802255162 -124.6056651185963 -0.021919154973228765 0.2932992257029853 -0.0687253915532049 0.9532953033573319
1643091445.097882 16.52122889034144 -0.8971686699956625 -124.60883316787906 -0.024713789533419333 0.29286018838318156 -0.05851540908784256 0.9540430208152815
1643091445.197942 16.442741682046307 -0.8909787592368625 -124.60924211610667 -0.027400326686503915 0.292482850262927 -0.05102053966620042 0.954515536244286
1643091445.29792 16.36515081195467 -0.8840363331514497 -124.61233758083598 -0.02929255571534153 0.29198091104459484 -0.044122878911201945 0.9549566824321506
1643091445.397847 16.27767850293649 -0.8759677729485091 -124.61012958135679 -0.03165270352828509 0.29197223025430824 -0.03846604260658082 0.9551286231109737
1643091445.497636 16.20704374996758 -0.869779873707987 -124.61104143313173 -0.036134956596946696 0.2909133106107464 -0.02639378831467314 0.9557024006246047
1643091445.597378 16.10174510955874 -0.8590855625554422 -124.60705292847149 -0.039657815971978976 0.29372418199980094 -0.02678218983859092 0.9546916134796253
1643091445.69714 16.043511360857696 -0.8588403595106361 -124.6202908184165 -0.04049849018132074 0.2917640645577931 -0.021136369232686185 0.955398794651432
1643091445.796891 15.965625278778944 -0.8587787741839716 -124.61226325445564 -0.04270302678184779 0.29167810384762927 -0.014100614571291201 0.9554587944585744
1643091445.896627 15.88820871991841 -0.8587680190252236 -124.61174891547866 -0.0422889175368365 0.29156478135282227 -0.00738265223260629 0.9555873179224681
1643091445.996526 15.798676912809269 -0.8594971118536999 -124.61847055250583 -0.045534693552997586 0.2899380012835821 0.0007253847124403325 0.9559613072252116
1643091446.09664 15.716278001779154 -0.8593232594415899 -124.61230029406701 -0.04682683187983933 0.29089746445801384 0.001613331007772728 0.9556062526747381
1643091446.196599 15.631607212483681 -0.8596503585132236 -124.61190125575372 -0.048638310099137626 0.29092850644145246 0.005562809162276262 0.9554914829995451
1643091446.296468 15.522995965042936 -0.8584639288380509 -124.61754078322895 -0.04757735966971738 0.28761772005472935 0.011490286234617644 0.9564938135082862
1643091446.396414 15.473700552996254 -0.8577554351824171 -124.61567900393317 -0.04463388768024344 0.2903417478522244 0.006482558663118653 0.9558595409147946
1643091446.496424 15.396152546709118 -0.8586317386551767 -124.60803184376105 -0.04540920664102798 0.293734846609347 0.0028483684263320447 0.9548035036785965
1643091446.596303 15.305658084524874 -0.8510540645736744 -124.61552011248547 -0.04686826831527235 0.2907957074980405 -0.001487617439911403 0.9556353953889496
1643091446.696155 15.188759038966456 -0.8516395745019626 -124.61293001288821 -0.037688977083403165 0.2913534323545442 0.0003788271161421835 0.9558726771655568
1643091446.796034 15.099713593630518 -0.8315266912750172 -124.61085352518779 -0.047022605516150055 0.2925215571765048 -0.0030567184023030623 0.9550972042834772
1643091446.895976 15.044718614112348 -0.8302307463626349 -124.61194003433506 -0.04786067284604485 0.29245012418963523 -0.0024531039142308094 0.9550791920764354
1643091446.996008 14.890941584997893 -0.8214859632441652 -124.61888997993745 -0.04579345331157778 0.2921499709772679 -0.000941160031642108 0.9552750746824585
1643091447.096222 14.827245023496792 -0.8344104172375992 -124.61373404440366 -0.038271875444650355 0.29182664943074094 0.004867984402692555 0.9556928235368475
1643091447.196282 14.792811908588677 -0.8222025085917234 -124.61058563226202 -0.04788732884772813 0.2923316819035947 0.0028964138313007062 0.9551128741034552
1643091447.296412 14.667882943958473 -0.8307835962288908 -124.61436284114161 -0.040280104564234816 0.2916699453193206 0.0075017077033125365 0.9556410835430073
1643091447.396507 14.611143172559172 -0.8143347392698629 -124.61101998217478 -0.04949158746793905 0.29228177750002 0.005194315736155024 0.9550366298710041
1643091447.496554 14.451713975260768 -0.8199367975531233 -124.61099883406024 -0.03898576845383626 0.2916495859999749 0.008674601581994141 0.9556910484730412
1643091447.596553 14.312976600735286 -0.7951458335944485 -124.61184276787229 -0.04885385492506563 0.293960769705299 0.0049093929019038435 0.9545555324833457
1643091447.696537 14.275075307635808 -0.7977445238787175 -124.61740234427887 -0.04653489126379486 0.2919622190458403 0.0036382658158214537 0.9552901808177184
1643091447.796537 14.184298338405762 -0.7983645393729227 -124.62003792183607 -0.04307669545678334 0.2913982472947852 0.004949723815399454 0.9556186268675396
1643091447.896603 14.089337414815349 -0.7947328386401359 -124.60863478953277 -0.0397879373814112 0.2908223048564743 0.0049697252602824765 0.9559365088057564
1643091447.996686 13.996140914597154 -0.7734867632170758 -124.61016082058298 -0.04832301431821472 0.29243252949047305 0.0010020812745284832 0.9550639234188067
1643091448.096838 13.910556289731598 -0.765307950838794 -124.61309864739383 -0.04827963241998692 0.2923604841027967 -0.0005826882204711601 0.9550885220245332
1643091448.196788 13.820487764963412 -0.7725667731540811 -124.61146217679132 -0.04038328679558665 0.29103330993524573 0.0029538131782636313 0.9558556782503457
1643091448.296673 13.747717085657428 -0.7535467257967072 -124.60572481532017 -0.04957016790292409 0.2927897199083951 0.0030556881719361584 0.9548861927684552
1643091448.396461 13.697197577319105 -0.7537915491217527 -124.61403369994123 -0.04639065753503984 0.29130106455637483 0.0067458896576019335 0.9554821241941247
1643091448.496264 13.620437503811006 -0.7522139142300528 -124.60893797324725 -0.04458492290740153 0.29065664287735565 0.01218695097599911 0.9557104053145571
1643091448.596184 13.515736428973511 -0.7371567258038737 -124.60807099892997 -0.05175896234411373 0.29099731872650775 0.014674050659147661 0.9552100515322778
1643091448.696215 13.464468935280538 -0.7365459565042138 -124.61037568999272 -0.05230772202199443 0.29040962350085714 0.017125452063257118 0.9553182044149422
1643091448.796279 13.364642819081945 -0.7312402992569186 -124.61321834531186 -0.05293870968496984 0.2900303637563392 0.01801610533514842 0.9553822800663663
1643091448.896338 13.27061918292458 -0.7258062032075008 -124.61039724222849 -0.05154819491714855 0.2899695703538799 0.01924408694229827 0.9554528230045308
1643091448.996414 13.209499330061277 -0.7196777132826487 -124.6082159548069 -0.053720442784832505 0.29129139514984914 0.019551861300641266 0.9549246891029347
1643091449.096566 13.116281078386065 -0.7112678034302654 -124.60795813973665 -0.05485819899184163 0.2915504964441157 0.020288189037618858 0.9547655604451467
1643091449.196492 13.005429945175678 -0.7035231882454456 -124.61244884652723 -0.04991215025609647 0.2911686339076986 0.020485284035781363 0.9551491805069566
1643091449.296333 12.901201441302664 -0.6858919087541008 -124.61432730698809 -0.054457468807484054 0.29204090863344445 0.02010825272561053 0.9546424199395065
1643091449.396168 12.855365393801677 -0.6835621487178312 -124.60754780474738 -0.05147141838797595 0.29092848691504125 0.01950435464820668 0.9551601377466564
1643091449.495949 12.82548681849736 -0.6784613209342949 -124.61325983584261 -0.05260584018722229 0.2907956583402212 0.020830655195319753 0.9551107760217175
1643091449.595734 12.688660995917097 -0.6691906432165019 -124.61683747546857 -0.051276190090356034 0.2900092572639597 0.02283545467117927 0.9553763263976057
1643091449.695643 12.64163277283792 -0.6664051895430744 -124.61127826706402 -0.054456314632811975 0.2903618022954264 0.02388735033128329 0.9550674992159006
1643091449.795612 12.588621932177055 -0.6652622442128837 -124.61327511780217 -0.05519197508611339 0.2924982318693823 0.023885155027769847 0.9543731605659698
1643091449.895589 12.533176708957049 -0.6636118792476232 -124.6116031569012 -0.05772627626393828 0.29002091953528386 0.02490754553794515 0.9549529608498436
1643091449.995558 12.360816989235627 -0.6630045161844991 -124.61480822649642 -0.04632248838045132 0.28923022892245687 0.027845048923457544 0.9557325750429125
1643091450.095614 12.420909062774395 -0.6722651282319874 -124.60922311018876 -0.046668387568593074 0.2902928538740896 0.030087853808186685 0.9553255160648654
1643091450.195544 12.29724063966956 -0.6464879166204254 -124.61264894368661 -0.056368011739178256 0.2896535961281151 0.028515015290726604 0.9550446771777706
1643091450.295515 12.216166570452776 -0.6560117290313189 -124.6133771180522 -0.04707203609739929 0.2901560390461725 0.030107187947112906 0.9553466667428103
1643091450.395497 12.037258683811679 -0.6374610953802777 -124.61472332287285 -0.04590247978864228 0.28915297402302775 0.0293468392742404 0.9557312817876703
1643091450.495545 12.012103873606224 -0.62815771740576 -124.6141787735516 -0.0509600449278038 0.2901054277371823 0.026953072070700305 0.9552567437732824
1643091450.595609 11.875133823032684 -0.6211361223676295 -124.60957875804876 -0.04919811444955623 0.28883086476229797 0.03047297137927954 0.9556294653842509
1643091450.695617 11.880776116346711 -0.6190125458840903 -124.61312233939687 -0.04809146921702796 0.2891278113747118 0.029525807150865516 0.9556257353118461
1643091450.795648 11.799924733726632 -0.6087926914176469 -124.61360959561131 -0.04691471999654006 0.2883893597231254 0.029220483920410482 0.9559167063952743
1643091450.895678 11.679926640616214 -0.596611269190298 -124.61366797979572 -0.045701086444669504 0.2876918135622867 0.02734528202568885 0.9562411132439114
1643091450.995724 11.600760360022251 -0.5734461521386397 -124.61034672718766 -0.05516076622489432 0.29080361715523756 0.024291771041039804 0.954882430448169
1643091451.095957 11.477531141061185 -0.5730605705580113 -124.61553340346897 -0.04678930272920817 0.2877114007892051 0.02498487344181858 0.956247178874335
1643091451.196104 11.548799734136479 -0.5797610536259435 -124.61915881827132 -0.04816174827893682 0.2887262869807894 0.02247361504981322 0.9559354130042448
1643091451.296143 11.43661626289809 -0.5559201867722595 -124.61503321094217 -0.055107975259365526 0.28934038639619325 0.020256313314106465 0.955423954919404
1643091451.396114 11.404458078820966 -0.5534304357592336 -124.61458291904552 -0.050583969897653326 0.2892206653006869 0.019758396529934302 0.9557208141078581
1643091451.496054 11.413715060952677 -0.5547332153385645 -124.61162965892915 -0.04934832410718278 0.2893293853809741 0.020498726314313088 0.955736915621852
1643091451.596001 11.36560852230611 -0.5397784773255422 -124.61925363448799 -0.05321934004972758 0.2902154576992173 0.01892332052221756 0.9552929382642367
1643091451.695992 11.204561405378081 -0.5259848559161118 -124.61487653262877 -0.044710483261982965 0.29251049196960016 0.017244226805835365 0.9550608469705223
1643091451.795966 11.095240650292565 -0.5102827665571913 -124.60927149526549 -0.04268328345484213 0.29320867347843665 0.015584118305911315 0.9549680342122224
1643091451.89589 11.034408165677783 -0.4938806675391962 -124.61552066431076 -0.052906867874078584 0.2897402213376723 0.0122991258549049 0.9555627655858911
1643091451.995732 10.88478375957707 -0.47451816377450895 -124.61744333744713 -0.05092318026423655 0.2904401491326302 0.012104655932382928 0.9554605312561845
1643091452.095705 10.767250096380005 -0.4586014138772325 -124.61650930407272 -0.0469025301672416 0.29087465668668944 0.010858539622379117 0.9555491504253356
1643091452.195599 10.663762449849632 -0.4399948309288948 -124.61470529523571 -0.05069645643970371 0.29144095243593626 0.008630778659166886 0.9552055015583967
1643091452.295476 10.503664286786648 -0.419400312376489 -124.6193991370277 -0.04921189189234418 0.29133326210204996 0.007143679276699165 0.9553282618742869
1643091452.395419 10.356309012111453 -0.39780013931753117 -124.62138615539267 -0.05015913193365188 0.290239265898669 0.0049041861415253084 0.9556260664991059
1643091452.495394 10.282511660121653 -0.38706817727007525 -124.61941695620965 -0.04610771177712442 0.292615155210521 0.0012153892755774433 0.9551172559872997
1643091452.595391 10.139595001655733 -0.36995358804890777 -124.61367922947593 -0.048373956088065696 0.29227406806667733 0.00275063871613854 0.9551064147490574
1643091452.695255 10.150840763010336 -0.36538260791226274 -124.6186894475045 -0.049754663237493356 0.29346115884333374 0.004167111065762087 0.9546662542071008
1643091452.795196 10.148259441082624 -0.3629202270409936 -124.62019862628286 -0.04245008199298875 0.29149110449575427 0.005284622743391291 0.9556165545348687
1643091452.895184 10.037208959750417 -0.3434319622140508 -124.61432199788737 -0.0498531396224643 0.2923195172144511 0.00595983492239449 0.9550018035024809
1643091452.995191 9.935464473836673 -0.32762364100630914 -124.61704126792348 -0.05120836504279543 0.2917609069796436 0.006385965084136029 0.9550981603782952
1643091453.095301 9.827175902854368 -0.31381882761122154 -124.61695787436621 -0.054737344226367605 0.2898986946526367 0.008037279201464631 0.9554569441522623
1643091453.195231 9.770552062957584 -0.301215005992453 -124.61760066825809 -0.0567354624608027 0.2915743750945875 0.010416642733590234 0.9548072918875936
1643091453.295211 9.499565469545164 -0.2790079837721331 -124.61867472493752 -0.051949200544783206 0.2927499979511463 0.014462723731216487 0.9546672451093292
1643091453.395422 9.366310773012318 -0.26703276645326535 -124.61499424339473 -0.05156784942276708 0.2915985711521875 0.01738983149237869 0.9549914261230726
1643091453.495738 9.36722641885153 -0.27004427230143074 -124.62232286661042 -0.053547274846152376 0.29083751301555494 0.017503995329739338 0.9551124753278926
1643091453.596082 9.275929699656979 -0.26020434536785414 -124.61742620640295 -0.0533947750918579 0.29476461634959406 0.015942220506800945 0.9539437428624808
1643091453.696396 9.286156005264095 -0.27204465861286786 -124.61859320899325 -0.052599414141964375 0.2905545915713922 0.014382310433734564 0.9553033445431306
1643091453.796589 9.218132066182129 -0.26365397421193604 -124.61965466303327 -0.052302382856226105 0.2930273278656073 0.014811583305764615 0.9545575220338892
1643091453.896644 9.079570439690006 -0.2542851610878609 -124.61505007386008 -0.052790804918102806 0.29142829545368126 0.014466615333095362 0.9550253381800218
1643091453.99651 8.912442846531837 -0.23588487545044326 -124.61579061621384 -0.04407828572311437 0.29124752080767324 0.013765721444862806 0.9555325694418783
1643091454.096483 8.791586397457726 -0.21234538314523477 -124.61281333661984 -0.050781959858904054 0.2926450456266496 0.012120281937027693 0.954794830625319
1643091454.196261 8.613527110801332 -0.19119277426029468 -124.616078787259 -0.05180881124425761 0.2892389574451572 0.012651732885930146 0.9557701639141486
1643091454.296175 8.629508870581962 -0.2098926965059702 -124.6100522052375 -0.04668032032726347 0.29277140895323667 0.015968733612079733 0.954908817291215
1643091454.396075 8.519043570039058 -0.1887188099512156 -124.61139019695973 -0.05308115465539338 0.2886250761886528 0.015454431384820434 0.9558447138348971
1643091454.495959 8.352930319459663 -0.16613564239037099 -124.62541864367338 -0.05080480414107075 0.2895060416044465 0.014728432513817067 0.9557134492233528
1643091454.595953 8.252700895162572 -0.15811030698653045 -124.61248080865869 -0.04970751627168341 0.29315842255246405 0.01312864783829095 0.9546805438043604
1643091454.696034 8.23686450146693 -0.1591269338752599 -124.61675396715276 -0.04904260244389699 0.28927893924902587 0.008630929507476707 0.9559487567376848
1643091454.796125 8.195120273205783 -0.16602125110553356 -124.62205775342393 -0.049504099560022455 0.29081919623265345 0.00857139320521447 0.9554580422226119
1643091454.896262 8.051428023782098 -0.1503463195696446 -124.61986684138611 -0.04813892883291562 0.2885702932328596 0.005144630790578391 0.9562339474042686
1643091454.996363 8.008885094418684 -0.14827425408580097 -124.61319840802553 -0.044586183224053784 0.2921695527752269 0.0065231962904059426 0.955304387411045
1643091455.096618 7.806106744224073 -0.13506205692675907 -124.61332730553565 -0.04801914535296085 0.2921560557906926 0.002796996049856698 0.9551602889345295
1643091455.196668 7.746227076942334 -0.12859377941796002 -124.6203017305127 -0.0445058795285848 0.29078279399590135 -0.000868485482786294 0.9557530220387955
1643091455.296728 7.616143143891773 -0.11199079111196733 -124.61691247118777 -0.044566180528005844 0.29077584301029824 -0.004100090791733646 0.9557439269649037
